price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
1.35,2,2,0,0,mid,98.11,Built Up,under construction,Godrej Habitat,Sector 3 Gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Sneh Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', 's Child Care Clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.6,2,2,2,0,low,55.18,Carpet,new,Ompee K S Residency,New Palam Vihar,,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', 'DGD Bamnoli', 'S Dental Care and Implant Centre"", ', ', ', ', ', ', ', ', ""Domino', 'Moti Mahal', 'Pind Baluchi', 's"", ', ', ', ', ']"
3.25,4,4,3,1,high,297.29,Super Built up,old,Bhawna CGHS,Sector 43 Gurgaon,"['7 Fan', '11 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Sector 42-43 metro station', 'Sector 53-54 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Arihant Hospital', 'Gupta', 'Marwah Clinic', 'The Dental Lounge', 'Sitaram Bhartia', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Max Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Hdfc bank & atm', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', 's Jr."", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.45,2,2,1,0,high,58.11,Carpet,new,Adani Aangan Arcade,Sector 88A Gurgaon,"['1 Modular Kitchen', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Reliance Trends Newtown Square Mall', 'Pataudi Rd, Harsaru', 'Euro Intl School, Sector 37D, Gurugram', 'SGT University', 'Genesis Hospital', 'Indira Gandhi Intl Airport']"
0.85,3,2,2,0,high,120.77,Built Up,under construction,Sare Green Parc,Sector 92 Gurgaon,,"['Huda city centre metro station', 'Iffco chowk metro station', 'Axis bank ATM', 'Punjab national bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'Citi bank ATM', 'Icici bank ATM', 'Centre For Sight Gurgaon Sector 29', 'Sangwan Hospital Gurgaon', 'Shivam Hospital Gurgaon', 'Umkal Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Community Center Sukhrali', 'Gardian Pharmacy', 'City Medical', 'Pizza Hut', 'N', 'Spaghetti Kitchen & Bar', 's Pizza"", ""McDonald', 'Tocpao', 'Zura', 'Beer & Whisky Bar', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Ardor 29', 'ADDA', 'Gung the palace Korean restaurant', 'Walking Street', 'MoB Ministory of Beer', 'Park Baluchi', 'Bikanervala', 'Dhabba', 'Black Mambaa', 'Gravity Space Bar', 'KFC', 'Swagath', 'distillery', 'Roots', 'Cafe Coffee Day', '32nd Milestone', 'Pizza Hut', 'Management Development Institute', 'Salvan Public School']"
0.75,2,2,3,0,high,120.77,Carpet,under construction,Shree Vardhman Flora,Sector 90 Gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']"
0.82,2,2,3,1,high,109.63,Super Built up,under construction,Supertech Hues,Sector 68 Gurgaon,,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Kamal Hospital and Maternity Centre', 'Gobind Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Divine Look Clinic Centre', 'Skin Clinic', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Icici bank', 'State bank of india', 'Union bank of india', 'Central bank of india', 'Indusind bank', 'Hdfc bank', 'SRS Cinemas', 'Starbucks', 'Nook', 's"", ""Domino', 'India']"
1.8,3,3,2,1,high,188.59,Super Built up,old,Chintels Paradiso,Sector 109 Gurgaon,,"['Gyaananda School', 'The NorthCap University', 'Park Hospital', 'IGI Airport', 'Gurgaon Station', 'WTC Plaza', 'Altrade Business Centre', 'Radisson Blu Hotel']"
0.3,2,2,2,0,mid,60.85,Super Built up,new,Breez Global Hill View,Sohna,"['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Huda City Centre', 'Omaxe City Centre', 'Ninex City Mart', 'Vaels Ravindra Bharathi Global School', 'Anjali nursery', 'Polaris Hospital', 'Axis Bank', 'Triangular Park', 'Flow Sports Life Badminton Club', 'Basai Dhankot Railway Station', 'Cars24', 'Radisson Hotel Gurugram', 's"", ', ', ']"
0.78,2,2,3,0,low,126.81,Super Built up,old,ILD Greens,Sector 37C Gurgaon,"['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '1 Geyser', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['The Esplanade Mall', 'Gurgaon Road', 'Delhi Jaipur Expressway', 'Green Field Public School', 'Sunrise University', 'K.D. Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'infinity Business Park']"
2.0,3,3,2,1,low,122.63,Carpet,old,Ansal Sushant Lok CI,Sector 43 Gurgaon,"['3 Bed', '5 Wardrobe', '6 Fan', '1 Sofa', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '2 TV', '1 Curtains', 'No AC', 'No Chimney', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Huda city centre metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Rbs ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Gupta', 'Arihant Hospital', 'Paras Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Pernod Ricard Charitable Dispensary', 'Guardian Pharmacy', 'Chikitsa', 'Gardian Pharmacy', 'City Medical', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', 's Jr."", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.74,2,2,3,0,high,112.41,Carpet,new,Ashiana Mulberry,Sohna,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Discount Department Store', 'Badshahpur Sohna Rd Hwy, Sohna Rural', 'GD Goenka University, Gurugram', 'Sohna Public School Pathane Ware', 'Vardaan Hospital & Trauma Centre', 'Indira Gandhi Intl Airport']"
3.2,3,3,3,1,mid,185.99,Carpet,new,Godrej Meridien,Sector 106 Gurgaon,[],"['Huda metro station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Ajmer Expressway', 'Euro International School, Sector- 109', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Gurgaon Railway Station', 'Infinity Business Park']"
1.3,4,4,3,1,low,182.09,Super Built up,new,Mapsko Casa Bella,Sector 82 Gurgaon,,"['Vatika City Centre Mall', 'Pataudi Road', 'Broadways International School', 'DPG Institute of Technology', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'Sultanpur National Park', 'Imt Manesar', 'Holiday Inn Gurugram', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course']"
0.25,2,2,2,0,low,65.03,Carpet,new,Pooja Apartment,Ashok Vihar Phase 3 Extension,"['2 Fan', '2 Geyser', '6 Light', '1 Chimney', '2 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'Ram Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', 's Child Care Clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ""McDonald', 'Pizza Hut', 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']"
0.95,3,2,3,0,low,112.48,Built Up,new,Signature Global Park,Sohna,[],"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']"
1.99,4,4,3,1,high,253.35,Carpet,new,DLF New Town Heights 1,Sector 90 Gurgaon,"['8 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']"
1.05,2,2,2,0,mid,128.67,Carpet,new,Paras Dews,Sector 106 Gurgaon,"['3 Fan', '2 Geyser', '7 Light', '3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']"
1.83,3,3,3,0,high,169.92,Carpet,mid aged,Godrej Air,Sector 85 Gurgaon,"['1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Sapphire 83 Mall', 'Sector 86 Road', 'Dwarka Expy', 'Euro International School', 'Sushant University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']"
